|Papel|Cotação|P/L|P/VP|PSR|Div.Yield|P/Ativo|P/Cap.Giro|P/EBIT|P/Ativ Circ.Liq|EV/EBIT|EV/EBITDA|Mrg Ebit|Mrg. Líq.|Liq. Corr.|ROIC|ROE|Liq.2meses|Patrim. Líq|Dív.Brut/ Patrim.|Cresc. Rec.5a
288|MILK33|0.3|-0.02|-0.02|0.077|0,00%|0.029|-0.08|-0.04|-0.02|-0.11|-0.12|-176,80%|-508,08%|0.5|-70,91%|165,12%|0.0|-516285000.0|-0.04|-42,04%
289|RCTB42|20.0|-0.01|0.0|0.004|0,00%|0.0|0.0|-0.01|0.0|3.58|20.76|-73,50%|-30,55%|5.73|-11,44%|-8,93%|0.0|1425650000.0|0.07|18,43%
290|OSXB3|4.1|-0.01|0.0|0.285|0,00%|0.005|-0.02|-0.55|0.0|-258.22|-425.03|-51,87%|-2.632,43%|0.01|-1,02%|17,49%|40291.2|-6796140000.0|-0.89|47,76%
291|TENE5|0.5|0.0|0.0|2.75|0,00%|0.006|-0.14|-0.07|0.0|-0.07|-0.17|-3.913,64%|-78.077,30%|0.0|-8,32%|14,08%|0.0|-121983000.0|0.0|0,00%
292|CGOS4|16.0|0.0|0.0|0.0|0,00%|0.0|0.0|-0.16|0.0|-313.85|-313.85|-0,20%|-10,48%|0.54|-0,08%|-39,02%|0.0|453387000.0|2.48|8,97%
293|CBMA4|0.01|0.0|0.0|2.521|0,00%|0.007|-0.47|6.33|0.0|124573.0|6751.68|39,80%|-669.998,00%|0.61|0,12%|11,79%|0.0|-22560500000.0|-0.89|17,46%
294|CBMA3|0.01|0.0|0.0|2.521|0,00%|0.007|-0.47|6.33|0.0|124573.0|6751.68|39,80%|-669.998,00%|0.61|0,12%|11,79%|0.0|-22560500000.0|-0.89|17,46%
295|ECIS3|211.65|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.53|1.53|34,90%|14,18%|1.38|12,48%|7,33%|0.0|129346000.0|0.38|4,66%
296|SFSA3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|6,25%|0.0|739524000.0|0.0|0,15%
297|ALBA3|2.15|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-1.27|-1.27|9,50%|9,62%|1.83|20,40%|19,77%|0.0|354860000.0|0.03|14,69%
298|CCHI4|0.02|0.0|-0.01|0.0|0,00%|0.077|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|-160477000.0|0.0|20,36%
299|GALO4|0.25|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|13,98%|-184,58%|0.0|39,37%|7,62%|0.0|-60607000.0|0.0|-28,97%
300|GALO3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|13,98%|-184,58%|0.0|39,37%|7,62%|0.0|-60607000.0|0.0|-28,97%
301|LECO3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-3.0|-3.0|-2,14%|-4,72%|0.82|-3,48%|-14,82%|0.0|105928000.0|0.2|3,58%
302|ARPS4|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-14.08|-14.08|-4,92%|-11,59%|0.91|-6,64%|20,34%|0.0|-12690000.0|-1.24|-17,53%
303|ICPI3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
304|VSPT4|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|1076110000.0|0.0|14,95%
305|DUFB11|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
306|VSPT3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|1076110000.0|0.0|14,95%
307|GPAR3|47.5|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|115.85|0.0|0.0|13,71%
308|LATS3|22.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.27|1.27|11,74%|1,30%|1.67|11,63%|1,84%|0.0|680646000.0|0.39|15,37%
309|JFAB4|0.06|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-112.33|-112.33|0,00%|0,00%|0.0|0,00%|2,34%|0.0|-10183000.0|0.0|0,00%
310|AGEI3|7.8|0.0|1.25|0.0|0,00%|0.47|1.39|0.0|-12.59|0.0|0.0|0,00%|0,00%|2.45|0,00%|0,00%|0.0|1878210000.0|1.01|0,00%
311|ECIS4|145.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.53|1.53|34,90%|14,18%|1.38|12,48%|7,33%|0.0|129346000.0|0.38|4,66%
312|ODER3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|507709000.0|0.0|16,81%
313|MSAN4|6.44|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.21|0.21|6,27%|2,42%|1.18|11,78%|11,81%|0.0|2533030000.0|0.39|101,35%
314|ARPS3|0.3|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-14.08|-14.08|-4,92%|-11,59%|0.91|-6,64%|20,34%|0.0|-12690000.0|-1.24|-17,53%
315|EQMA5B|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|3756470000.0|0.0|10,17%
316|EQMA6B|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|3756470000.0|0.0|10,17%
317|MSAN3|6.44|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.21|0.21|6,27%|2,42%|1.18|11,78%|11,81%|0.0|2533030000.0|0.39|101,35%
318|INHA3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-8.13|-9.12|-18,08%|-17,71%|1.73|-4,10%|-11,45%|0.0|1706330000.0|1.07|25,58%
319|MMAQ3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-11.28|-19.09|-1,53%|2,82%|1.62|-3,23%|10,93%|0.0|256991000.0|0.81|24,28%
320|ESTC4|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|5.53|2.8|15,61%|3,00%|1.47|9,58%|5,01%|0.0|3042340000.0|1.69|9,46%
321|MLPA3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-2.08|-2.08|6,66%|8,92%|0.0|0,00%|45,13%|0.0|44578000.0|0.0|-7,51%
322|JBDU3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|56569000.0|0.0|0,00%
323|ILLS4|100.01|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.73|0.73|8,43%|-10,22%|0.5|8,14%|36,09%|0.0|-18567000.0|-0.22|9,33%
324|VVAX4|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-4.44|-4.44|-7,36%|-37,76%|2.19|-6,52%|-92,03%|0.0|144676000.0|1.55|0,00%
325|VVAX3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-4.44|-4.44|-7,36%|-37,76%|2.19|-6,52%|-92,03%|0.0|144676000.0|1.55|0,00%
326|ABCB3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|14,50%|0.0|5871730000.0|0.0|45,86%
327|VNET3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|12164500000.0|0.0|-7,35%
328|IRBR3|39.22|0.0|0.76|0.557|0,00%|0.208|0.0|-8.52|0.0|0.0|0.0|-6,54%|0,00%|0.0|0,00%|0,00%|68873200.0|4257390000.0|0.0|0,00%
329|VGOR3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|6.77|6.77|4,50%|-4,59%|1.04|6,00%|-24,29%|0.0|135178000.0|1.89|4,77%
330|BPNM3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|8,57%|0.0|8107320000.0|0.0|14,11%
331|REPA3|1.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|4.54|4.54|5,18%|1,22%|1.99|4,05%|1,91%|0.0|378378000.0|0.42|1,09%
332|CSPC3|1.24|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.43|1.43|38,62%|18,85%|1.43|29,18%|45,33%|0.0|2126670000.0|1.48|41,15%
333|DAYC3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|17,33%|0.0|3009030000.0|0.0|8,15%
334|BERG3|33.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-10.49|-10.49|-8,60%|-32,60%|0.46|-5,58%|-102,71%|0.0|9538000.0|2.86|-8,00%
335|CZRS3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|3,34%|0.0|1145670000.0|0.0|14,44%
336|CCHI3|0.02|0.0|-0.01|0.0|0,00%|0.077|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|-160477000.0|0.0|20,36%
337|BBTG11|15.01|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
338|SLCP3|610.02|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
339|BPAT33|20.0|0.0|0.82|0.0|35,72%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|876492000.0|0.0|0,00%
340|PRBC3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|8,05%|0.0|1200190000.0|0.0|-7,50%
341|SGEN4|0.6|0.0|0.09|71.251|0,00%|0.059|-1.0|-3.81|-0.24|-4.5|-4.5|-1.871,17%|0,00%|0.65|-1,59%|0,00%|0.0|156981000.0|0.02|-59,85%
342|PTIP4|25.15|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|3.62|3.62|13,73%|7,55%|0.7|23,13%|-121,74%|0.0|-155957000.0|-9.02|62,11%
343|PTIP3|22.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|3.62|3.62|13,73%|7,55%|0.7|23,13%|-121,74%|0.0|-155957000.0|-9.02|62,11%
344|BSGR3|1091.28|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
345|TNEP4|3.95|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-1.09|-1.09|20,92%|25,42%|2.39|20,53%|22,80%|0.0|955105000.0|0.06|8,15%
346|TNEP3|3.01|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-1.09|-1.09|20,92%|25,42%|2.39|20,53%|22,80%|0.0|955105000.0|0.06|8,15%
347|CSPC4|1.2|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.43|1.43|38,62%|18,85%|1.43|29,18%|45,33%|0.0|2126670000.0|1.48|41,15%
348|REPA4|1.08|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|4.54|4.54|5,18%|1,22%|1.99|4,05%|1,91%|0.0|378378000.0|0.42|1,09%
349|BOVH3|15.71|0.0|6.16|0.0|0,00%|4.874|6.9|0.0|6.91|0.0|0.0|0,00%|0,00%|4.4|0,00%|0,00%|0.0|1843320000.0|0.0|0,00%
350|BBTG13|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|66.622,20%|0.0|9000.0|0.0|0,00%
351|SASG3|0.98|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|0.0|0.0|0,00%
352|CESP6|25.25|0.0|1.1|0.0|0,00%|0.642|6.52|0.0|-2.26|0.0|0.0|0,00%|0,00%|3.77|0,00%|0,00%|0.0|7977010000.0|0.32|13,91%
353|SALM4|5.9|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.1|1.1|10,22%|4,13%|1.31|25,78%|19,53%|0.0|475600000.0|0.8|24,53%
354|CESP5|25.0|0.0|1.09|0.0|0,00%|0.636|6.45|0.0|-2.24|0.0|0.0|0,00%|0,00%|3.77|0,00%|0,00%|0.0|7977010000.0|0.32|13,91%
355|CESP4|16.29|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|3.77|0,00%|0,00%|0.0|7977010000.0|0.32|13,91%
356|CLSC6|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|0,00%|0.0|2932570000.0|0.0|6,72%
357|SALM3|5.7|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|1.1|1.1|10,22%|4,13%|1.31|25,78%|19,53%|0.0|475600000.0|0.8|24,53%
358|CMMA4|0.81|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.03|0.03|0,00%|0,00%|0.0|0,00%|-1,92%|0.0|-79623000.0|0.0|0,00%
359|SEBB4|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-0.23|-0.23|9,24%|7,40%|2.44|24,15%|23,01%|0.0|145783000.0|0.01|50,04%
360|BMEF3|11.0|0.0|4.16|0.0|0,00%|3.482|10.24|0.0|11.3|0.0|0.0|0,00%|0,00%|3.7|0,00%|0,00%|0.0|2674780000.0|0.0|0,00%
361|SEBB3|0.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|-0.23|-0.23|9,24%|7,40%|2.44|24,15%|23,01%|0.0|145783000.0|0.01|50,04%
362|SGEN3|5.0|0.0|0.77|593.76|0,00%|0.493|-8.34|-31.73|-2.01|-32.42|-32.42|-1.871,17%|0,00%|0.65|-1,59%|0,00%|0.0|156981000.0|0.02|-59,85%
363|CESP3|25.55|0.0|1.12|0.0|0,00%|0.65|6.6|0.0|-2.29|0.0|0.0|0,00%|0,00%|3.77|0,00%|0,00%|0.0|7977010000.0|0.32|13,91%
364|ENER5|6.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|2.46|2.16|29,84%|14,71%|1.34|23,38%|54,32%|0.0|1121260000.0|3.25|13,97%
365|ENER3|10.5|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|2.46|2.16|29,84%|14,71%|1.34|23,38%|54,32%|0.0|1121260000.0|3.25|13,97%
366|ENER6|12.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|2.46|2.16|29,84%|14,71%|1.34|23,38%|54,32%|0.0|1121260000.0|3.25|13,97%
367|SCAR4|10.0|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|2.09|1.92|40,27%|21,69%|2.77|17,69%|17,84%|0.0|1710460000.0|0.91|31,99%
368|TEFC11|35.5|0.0|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|3.45|3.45|23,54%|14,18%|0.61|14,85%|46,72%|0.0|45856000000.0|2.95|12,91%
369|CAFE4|0.5|0.0|0.0|0.071|0,00%|0.004|0.0|-0.13|0.0|-45.27|-53.49|-53,07%|2.163,80%|0.02|-2,81%|-64,17%|0.0|-377387000.0|-0.98|-11,30%
370|MLPA12|40.0|0.01|0.0|0.001|0,00%|0.002|0.0|0.01|0.0|-2.06|-2.06|6,66%|8,92%|0.0|0,00%|45,13%|0.0|44578000.0|0.0|-7,51%
371|MLPA4|45.0|0.01|0.0|0.001|0,00%|0.003|0.0|0.01|0.0|-2.06|-2.06|6,66%|8,92%|0.0|0,00%|45,13%|0.0|44578000.0|0.0|-7,51%
372|PDGR3|0.22|0.02|-0.01|0.187|0,00%|0.026|-0.03|-0.25|0.0|-2.67|-2.7|-76,05%|1.220,09%|0.45|-19,15%|-34,60%|694260.0|-3249710000.0|-0.07|-25,38%
373|CAFE3|2.0|0.02|-0.01|0.283|0,00%|0.015|-0.01|-0.53|-0.01|-45.67|-53.96|-53,07%|2.163,80%|0.02|-2,81%|-64,17%|0.0|-377387000.0|-0.98|-11,30%
374|BSCT3|4.05|0.04|0.0|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|9,05%|0.0|212960000.0|0.0|1,92%
375|CORR3|12.0|0.04|0.06|0.834|0,00%|0.017|0.03|-0.08|0.42|3.33|3.38|-1.057,66%|2.141,14%|4.25|-85,44%|152,84%|0.0|4665000.0|0.0|-42,09%
376|BPHA3|0.62|0.06|-0.24|-20.054|0,00%|0.995|-0.38|0.78|-0.2|1.6|1.43|-2.581,69%|-33.652,50%|0.06|401,01%|-402,50%|0.0|-292294000.0|-0.26|-53,39%
377|IGBR5|18.9|0.06|-0.04|3.248|0,00%|0.111|-0.11|-0.4|-0.03|-4.55|-4.76|-817,12%|5.379,32%|0.33|-57,99%|-60,10%|0.0|-650957000.0|-0.54|13,97%
378|IGBR6|19.0|0.06|-0.04|3.266|0,00%|0.112|-0.11|-0.4|-0.03|-4.55|-4.76|-817,12%|5.379,32%|0.33|-57,99%|-60,10%|0.0|-650957000.0|-0.54|13,97%
379|PALF11|125.0|0.07|0.05|0.007|0,00%|0.005|0.22|0.04|-0.01|2.52|2.22|20,95%|10,42%|1.08|17,50%|69,28%|0.0|2229200000.0|4.21|9,53%
380|SULT4|0.43|0.08|0.01|0.027|0,00%|0.003|-0.01|0.47|0.0|0.53|0.52|5,79%|34,74%|0.25|0,58%|14,81%|0.0|449686000.0|0.0|15,83%
381|BRSR4|181.1|0.09|0.01|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|9,01%|0.0|9662090000.0|0.0|2,57%
382|ATMP3|2.14|0.1|0.2|0.186|0,00%|0.04|-1.0|-0.39|-0.07|-1.52|-4.72|-48,20%|191,79%|0.86|-10,88%|203,41%|44725.0|290027000.0|0.79|-21,36%
383|LREN4|105.0|0.1|0.01|0.007|0,00%|0.005|0.02|0.04|0.06|-0.38|-0.27|20,78%|7,15%|1.63|18,19%|9,72%|0.0|10047200000.0|0.19|13,56%
384|SULT3|0.56|0.11|0.02|0.036|0,00%|0.004|-0.02|0.62|-0.01|0.67|0.66|5,79%|34,74%|0.25|0,58%|14,81%|0.0|449686000.0|0.0|15,83%
385|CREM4|48.0|0.11|0.01|0.002|0,00%|0.002|0.02|0.03|-0.02|3.55|2.09|8,05%|2,10%|1.29|11,36%|7,50%|0.0|189701000.0|1.58|-0,27%
386|SJOS4|0.09|0.13|-0.01|1.271|0,00%|0.344|-0.01|-1.06|-0.01|-23.9|-23.9|-119,35%|1.007,43%|0.02|2,75%|-5,40%|0.0|-178202000.0|-0.15|-25,39%
387|TPRC6|105.0|0.13|0.01|0.015|0,00%|0.006|0.12|0.08|-0.03|0.0|0.0|19,44%|11,11%|1.34|9,67%|8,33%|0.0|22847800000.0|0.14|2,29%
388|PALF5|236.6|0.13|0.09|0.014|0,00%|0.01|0.42|0.07|-0.02|2.55|2.24|20,95%|10,42%|1.08|17,50%|69,28%|0.0|2229200000.0|4.21|9,53%
389|TPRC3|113.5|0.14|0.01|0.016|0,00%|0.007|0.13|0.08|-0.03|0.01|0.0|19,44%|11,11%|1.34|9,67%|8,33%|0.0|22847800000.0|0.14|2,29%
390|PALF3|279.9|0.16|0.11|0.017|0,00%|0.012|0.49|0.08|-0.02|2.56|2.25|20,95%|10,42%|1.08|17,50%|69,28%|0.0|2229200000.0|4.21|9,53%
391|BDLL4|10.51|0.2|-0.09|0.652|0,00%|0.029|-0.39|-0.47|-0.03|-4.95|-5.26|-139,41%|319,70%|0.86|-6,84%|-42,68%|8940.32|-193155000.0|-0.97|-4,76%
392|GSHP3|10.8|0.22|-0.03|0.13|0,00%|0.014|0.18|0.46|-0.01|38.75|37.03|28,04%|57,97%|1.49|3,18%|-12,96%|1176.27|-718648000.0|-2.53|8,39%
393|SLED4|1.6|0.22|-0.04|0.207|0,00%|0.239|-0.1|-0.22|-0.04|-0.74|-0.9|-93,81%|92,72%|0.12|-2.259,94%|-18,07%|0.0|-381277000.0|-0.09|-48,69%
394|BDLL3|13.01|0.25|-0.11|0.807|0,00%|0.036|-0.49|-0.58|-0.04|-5.06|-5.38|-139,41%|319,70%|0.86|-6,84%|-42,68%|749.27|-193155000.0|-0.97|-4,76%
395|CORR4|82.0|0.27|0.41|5.701|0,00%|0.118|0.2|-0.54|2.84|2.87|2.91|-1.057,66%|2.141,14%|4.25|-85,44%|152,84%|0.0|4665000.0|0.0|-42,09%
396|INEP4|2.86|0.27|-0.11|19.55|0,00%|0.109|-0.13|-1.83|-0.06|-14.44|-15.81|-1.069,04%|7.364,26%|0.1|-6,30%|-42,22%|140329.0|-1124650000.0|-0.78|-10,24%
397|ASSM4|6.1|0.29|-0.15|-8.357|0,00%|0.133|-0.2|0.4|-0.08|1.88|1.88|-2.084,39%|-2.915,61%|0.21|35,38%|-50,73%|0.0|-9943000.0|-0.56|-8,79%
398|INEP3|3.21|0.3|-0.13|21.943|0,00%|0.122|-0.15|-2.05|-0.07|-14.66|-16.06|-1.069,04%|7.364,26%|0.1|-6,30%|-42,22%|264651.0|-1124650000.0|-0.78|-10,24%
399|GAZO4|2.32|0.31|-0.03|-1.411|0,00%|0.205|-0.46|0.86|-0.03|1.03|1.03|-164,00%|-454,48%|0.35|25,06%|-10,61%|0.0|-102667000.0|-0.01|-28,21%
400|MMAQ4|200.06|0.32|0.04|0.009|0,00%|0.017|0.05|-0.59|0.06|-11.87|-20.09|-1,53%|2,82%|1.62|-3,23%|10,93%|0.0|256991000.0|0.81|24,28%
401|ASSM3|7.12|0.33|-0.17|-9.754|0,00%|0.155|-0.23|0.47|-0.09|1.95|1.95|-2.084,39%|-2.915,61%|0.21|35,38%|-50,73%|0.0|-9943000.0|-0.56|-8,79%
402|BELG4|1370.0|0.36|0.07|0.062|0,00%|0.044|0.29|0.23|2.59|0.4|0.4|27,70%|19,46%|1.97|22,04%|18,59%|0.0|13495400000.0|0.17|48,47%
403|BELG3|1375.5|0.36|0.07|0.063|0,00%|0.044|0.29|0.23|2.6|0.41|0.41|27,70%|19,46%|1.97|22,04%|18,59%|0.0|13495400000.0|0.17|48,47%
404|AGEN33|0.16|0.39|-0.03|0.0|0,00%|0.066|-0.17|0.11|-0.02|3.73|3.61|0,00%|0,00%|0.09|87,67%|-8,85%|0.0|-1112630000.0|-1.11|-87,03%
405|HOOT4|2.77|0.41|-0.36|0.344|0,00%|0.099|-0.26|1.77|-0.08|1.58|1.14|19,42%|83,58%|0.24|5,85%|-87,27%|9243.95|-141530000.0|-0.01|22,04%
406|TRPN3|0.71|0.44|0.54|0.263|104,74%|0.399|0.59|0.36|0.59|-0.35|-0.35|72,28%|59,29%|3.61|523,01%|122,35%|0.0|59358000.0|0.0|5,77%
407|SLED3|3.21|0.45|-0.08|0.416|0,00%|0.48|-0.2|-0.44|-0.07|-0.96|-1.18|-93,81%|92,72%|0.12|-2.259,94%|-18,07%|0.0|-381277000.0|-0.09|-48,69%
408|GAZO3|3.4|0.45|-0.05|-2.068|0,00%|0.301|-0.67|1.26|-0.04|1.43|1.43|-164,00%|-454,48%|0.35|25,06%|-10,61%|0.0|-102667000.0|-0.01|-28,21%
409|RSID3|5.84|0.46|-0.14|11.778|0,00%|0.215|-0.24|-2.54|-0.11|-8.85|-9.03|-463,98%|2.568,35%|0.39|-8,98%|-30,06%|430476.0|-852013000.0|-0.36|-38,51%
410|FCAP3|0.62|0.52|0.11|0.0|0,00%|0.089|0.0|-6.18|0.0|-15.27|-15.27|0,00%|0,00%|0.0|0,00%|21,83%|0.0|107134000.0|0.0|0,00%
411|IGBR3|175.99|0.56|-0.34|30.247|0,00%|1.035|-0.99|-3.7|-0.29|-7.85|-8.21|-817,12%|5.379,32%|0.33|-57,99%|-60,10%|10393.3|-650957000.0|-0.54|13,97%
412|FCAP4|0.7|0.58|0.13|0.0|0,00%|0.1|0.0|-6.98|0.0|-16.07|-16.07|0,00%|0,00%|0.0|0,00%|21,83%|0.0|107134000.0|0.0|0,00%
413|SUZA4|13.9|0.61|0.19|0.06|0,00%|0.017|0.1|0.24|-0.04|5.75|3.34|25,54%|35,38%|2.61|8,69%|30,87%|0.0|12793800000.0|6.03|17,98%
414|TXRX4|2.49|0.63|-0.03|0.08|0,00%|0.054|-0.06|-0.99|-0.02|-28.78|-37.99|-8,05%|12,62%|0.34|-5,58%|-5,33%|3861.32|-314075000.0|-0.95|15,03%
415|TARP11|18.02|0.82|0.25|26.009|0,00%|0.245|0.0|197.74|0.0|195.29|195.29|13,15%|3.170,05%|0.0|0,00%|29,89%|0.0|678212000.0|0.0|-71,36%
416|BNBR4|27.01|1.11|0.22|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|19,59%|0.0|10708600000.0|0.0|15,02%
417|LUPA3|1.42|1.11|0.37|0.68|0,00%|0.122|1.37|-3.21|-0.33|-10.08|-15.64|-21,20%|61,03%|1.42|-4,08%|33,00%|547046.0|159563000.0|0.91|30,29%
418|TSPP4|9.05|1.24|0.37|0.188|0,00%|0.162|-4.02|0.85|-0.65|1.3|1.3|22,01%|15,20%|0.89|23,92%|29,88%|0.0|9816290000.0|0.35|13,06%
419|HBTS5|40.01|1.3|0.53|1.151|7,60%|0.23|3.91|2.25|-0.54|3.39|3.37|51,08%|88,54%|1.68|10,58%|41,11%|9488.12|683672000.0|0.34|34,79%
420|EBEN4|17.51|1.43|0.62|0.114|0,00%|0.093|-0.59|0.61|-0.15|3.69|3.11|18,64%|7,94%|0.61|17,29%|43,28%|0.0|1105040000.0|3.33|8,61%
421|SUZB6|17.88|1.66|0.52|0.587|0,00%|0.162|0.98|2.3|-0.39|7.81|4.54|25,55%|35,48%|2.61|8,69%|31,51%|0.0|44692800000.0|1.73|14,35%
422|SJOS3|1.19|1.67|-0.09|16.804|0,00%|4.542|-0.1|-14.08|-0.09|-36.91|-36.91|-119,35%|1.007,43%|0.02|2,75%|-5,40%|0.0|-178202000.0|-0.15|-25,39%
423|TSPP3|12.6|1.72|0.51|0.262|0,00%|0.225|-5.59|1.19|-0.91|1.63|1.63|22,01%|15,20%|0.89|23,92%|29,88%|0.0|9816290000.0|0.35|13,06%
424|PLIM4|0.59|1.89|0.03|0.02|0,00%|0.016|-0.51|0.17|-0.05|1.5|0.65|11,93%|1,55%|0.8|10,95%|1,72%|0.0|6812390000.0|0.28|66,63%
425|CPFG4|12.26|1.9|0.53|0.433|0,00%|0.133|-0.63|0.7|-0.33|1.06|0.83|61,85%|36,83%|0.4|20,76%|27,75%|0.0|4220530000.0|0.53|14,99%
